"INDICADOR" "NOTA" "DESDE" "HASTA"
"Educación de nivel secundario, alumnos en programas de educación general" "Matrícula total en educación secundaria, instituciones públicas y privadas, programas generales, total. Corresponde al número total de estudiantes matriculados en programas generales en instituciones públicas y privadas de educación secundaria." 1970 2017
"Educación de nivel secundario, alumnos en programas de educación general (% de mujeres)" "Porcentaje de alumnas, educación secundaria, programas generales, total. Corresponde al número de alumnas matriculadas en programas generales de nivel secundario, expresado como porcentaje del total de estudiantes (niños y niñas) matriculados en programas generales en el nivel secundario en un año escolar determinado." 1970 2017
"Educación de nivel secundario, alumnos en programas vocacionales" "Matrícula total en educación secundaria, instituciones públicas y privadas, programas técnicos/vocacionales, total. Corresponde al número total de estudiantes matriculados en programas técnicos/vocacionales en instituciones públicas y privadas de educación secundaria." 1970 2017
"Educación de nivel secundario, alumnos en programas vocacionales (% de mujeres)" "Porcentaje de alumnas, educación secundaria, programas técnicos/vocacionales, total. Corresponde al número de alumnas matriculadas en programas técnicos/vocacionales de nivel secundario, expresado como porcentaje del total de estudiantes (niños y niñas) matriculados en programas técnicos/vocacionales en el nivel secundario en un año escolar determinado." 1971 2017
"Educación de nivel secundario, duración (años)" "Duración de educación secundaria es el número de grados (años) de los que consta la educación secundaria (niveles 2 y 3 de la CINE)." 1970 2018
"Educación de nivel secundario, maestras" "Personal docente en educación secundaria, instituciones públicas y privadas, tiempo completo y parcial, todos los programas, mujeres. Corresponde al número total de maestras en instituciones públicas y privadas de educación secundaria (niveles 2 y 3 de la CINE). El término “docentes” se refiere a personas empleadas a tiempo completo o parcial y facultados oficialmente para guiar y dirigir la experiencia de aprendizaje de alumnos y estudiantes, independientemente de título académico o del medio de enseñanza (presencial y (o) a distancia). Esta definición excluye al personal educacional que no cumple funciones docentes activas (por ejemplo, directores y directoras de escuela que no imparten docencia) y personas que trabajan ocasionalmente o de manera voluntaria en instituciones educacionales." 1999 2017
"Educación de nivel secundario, maestros" "Personal docente en la educación secundaria, instituciones públicas y privadas, tiempo completo y parcial, todos los programas, total. Corresponde al número total de docentes en instituciones públicas y privadas de educación secundaria (niveles 2 y 3 de la CINE). El término “docentes” se refiere a personas empleadas a tiempo completo o parcial, facultados oficialmente para guiar y dirigir la experiencia de aprendizaje de alumnos y estudiantes, independientemente de título académico o del medio de enseñanza (presencial y (o) a distancia). Esta definición excluye al personal educacional que no cumple funciones docentes activas (por ejemplo, directores y directoras de escuela que no imparten docencia) y personas que trabajan ocasionalmente o de manera voluntaria en instituciones educacionales." 1999 2017
"Educación de nivel secundario, maestros (% de mujeres)" "Porcentaje de maestras, educación secundaria. Corresponde al número de maestras en el nivel secundario, expresado como porcentaje del total de docentes (varones y mujeres) en dicho nivel en un año escolar determinado. El término “docentes” se refiere a personas empleadas a tiempo completo o parcial, facultadas oficialmente para guiar y dirigir la experiencia de aprendizaje de alumnos y estudiantes, independientemente de su título académico o del medio (presencial y (o) a distancia). Esta definición excluye al personal educacional que no cumple funciones docentes activas (por ejemplo, directores y directoras de escuela que no imparten docencia) y personas que trabajan ocasionalmente o de manera voluntaria en instituciones educacionales." 1999 2017
"Educación obligatoria, duración (años)" "Number of years that children are legally obliged to attend school." 1998 2017
"Educación preescolar, duración (años)" "Preprimary duration refers to the number of grades (years) in preprimary school." 1970 2017
"Embarazadas que reciben atención médica prenatal (%)" "Las embarazadas que reciben atención médica prenatal son la proporción de mujeres asistidas al menos una vez durante el embarazo por personal de salud capacitado, por razones relacionadas con el embarazo." 1989 2012
"Emisiones de CO2 originadas por edificios residenciales y servicios comerciales y pblicos (% del total de la quema de combustible)" "Emisiones de CO2 originadas por edificios residenciales y servicios comerciales y públicos consideran todas las emisiones de la quema de combustible en los hogares. Esto corresponde a categoría de fuente/sumidero 1 A 4 b del IPCC. Servicios comerciales y públicos incluyen emisiones de todas las actividades de las Divisiones 41, 50-52, 55, 63-67, 70-75, 80, 85, 90-93 y 99 de CIIU." 1971 2014
"Emisiones de CO2 originadas por el transporte (% del total de la quema de combustible)" "Las emisiones de CO2 originadas por el transporte comprenden las emisiones de la quema de combustible de todas las actividades de transporte, independiente del sector, excepto los búnkers marítimos y la aviación internacional. Comprende la aviación nacional; la navegación nacional, y el transporte terrestre, ferroviario y productos y corresponde a la Categoría de fuente/sumidero 1 A 3 del IPCC. Además, los datos de la AIE no se recopilan de manera de permitir la separación del consumo de autoproductores por uso final especfico. Por lo tanto, los autoproductores se muestran en un templete separado (Autoproductores sin asignar)." 1971 2014
